,education_id,user_id,is_bad_user_v1,is_bad_user_v2,is_platform_user,uri,campus,startdate,enddate,degree,degree_level,field,sequenceno,degree_raw,field_raw,campus_cleaned,university_priname_usa,university_priname_world,university_priname,university_name,universityurl,universityuri,location_country,university_location,campus_country_v1,university_country,world_rank,us_rank,rsid,school_name,parent_rsid,parent_school_name,school_prestige,description
3745,331697414211034083,1055337150,False,False,False,linkedin.com/in/csmeder,California Polytechnic State University-San Luis Obispo,2005-01-01,2008-01-31,empty,0,empty,1,,,california polytechnic state university san luis obispo,"California Polytechnic State University, San Luis Obispo",,California Polytechnic State University San Luis Obispo,California Polytechnic State University San Luis Obispo,,,United States,"San Luis Obispo, ca",United States,,,202.0,-292977.0,california polytechnic state university san luis obispo,-292977.0,california polytechnic state university san luis obispo,-0.657874,
3746,-3036383240880231359,707309887,False,False,False,linkedin.com/in/hynek-jemelik,Mathematical High School,,,empty,0,empty,2,,,mathematical high school,,,,mathematical high school,,,,,,,,,-1267687.0,university of belgrade,-1267687.0,univerzitet u beogradu,0.959044,
3747,-7864276371192155797,290301147,False,False,False,linkedin.com/in/tifenn-malgras,MADE iN Sainte-Marie Lyon,2011-01-01,2013-01-31,empty,0,empty,1,,,made in sainte marie lyon,,,,made in sainte marie lyon,,,,,France,,,,-4787016.0,made in sainte marie lyon,-4787016.0,,-0.63187,
3748,7729163733992437761,2001965502,False,False,False,linkedin.com/in/kiraconte,Stanford University,2023-01-01,2024-01-31,Master,4,empty,3,Master of Arts - MA,Sociology,stanford university,Stanford University,Stanford University,Stanford University,Stanford University,,,United States,"Stanford, CA",United States,United States,2.0,4.0,-237244.0,stanford university,-237244.0,stanford university,0.972616,
3749,-313525002091150539,794024481,False,False,False,linkedin.com/in/lokeshb-9919,"The Hyderabad Public School, Begumpet",1998-06-01,2008-05-31,empty,0,empty,1,,,the hyderabad public school begumpet,,,,the hyderabad public school begumpet,,,,,India,,,,-4085394.0,the hyderabad public school begumpet,-4085394.0,,-0.436198,
3750,-8782313759791186509,189159049,False,False,False,linkedin.com/in/amyklose,Florida International University - College of Law,,,Doctor,6,Law,2,Juris Doctor,Law,florida international university college of law,,,,florida international university college of law,https://www.linkedin.com/school/florida-international-university---college-of-law/,linkedin.com/school/florida-international-university---college-of-law,,,United States,,,,-298767.0,florida international university college of law,-427091.0,florida international university,,
3751,6988251668626744554,707842564,False,False,False,linkedin.com/in/luisa-silva1,Duke in Silicon Valley,2019-01-01,2019-01-31,empty,0,empty,1,,Building and Sustaining a Successful Enterprise,duke in silicon valley,,,,duke in silicon valley,,,,,,,,,,,,,,
3752,-1120184629447476769,52787639,False,False,False,linkedin.com/in/hamida-hamza-khalifa-28983913,,2007-01-01,2007-01-31,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,
3753,-8700260801300274557,605168916,False,False,False,linkedin.com/in/stefanoslm,Virginia Tech - Pamplin College of Business,2003-01-01,2007-01-31,empty,0,empty,1,,,virginia tech pamplin college of business,,,,virginia tech pamplin college of business,https://www.linkedin.com/school/vtpamplin/,linkedin.com/school/vtpamplin,,,United States,,,,-7071166.0,virginia tech pamplin college of business,-715529.0,virginia polytechnic institute and state university,,
3754,2493554263645229374,554384398,False,False,False,linkedin.com/in/kshitij-grover-7754a456,California Institute of Technology,,,Bachelor,3,Engineering,2,Bachelor of Science (BS),Computer Science,california institute of technology,California Institute of Technology,California Institute of Technology,California Institute of Technology,California Institute of Technology,https://www.linkedin.com/school/california-institute-of-technology/,linkedin.com/school/california-institute-of-technology,,,,United States,4.0,7.0,-364322.0,caltech,-364322.0,california institute of technology,0.980534,
3755,-2207490909248678849,669154927,False,False,False,linkedin.com/in/hilda-ibriga-442134113,University of Arkansas,,,Master,4,Mathematics,3,Master's degree,Mathematics,university of arkansas,University of Arkansas,University of Arkansas,University of Arkansas,University of Arkansas,https://www.linkedin.com/school/university-of-arkansas/,linkedin.com/school/university-of-arkansas,United States,"Fayetteville, ar",United States,United States,612.0,408.0,-1013066.0,university of arkansas,-1013066.0,university of arkansas,0.893276,
3756,-3022297107769668419,274526241,False,False,False,linkedin.com/in/slosurdo1990,Ashfield Boys High School,2002-01-01,2007-01-31,empty,0,empty,1,,,ashfield boys high school,,,,ashfield boys high school,,,,,,,,,-434755.0,ulster university,-434755.0,,0.937856,
3757,-3713014890942049289,661079904,False,False,False,linkedin.com/in/james-wiesebron,Wake Technical Community College,2013-01-01,2015-01-01,Associate,2,empty,1,Associate of Arts (A.A.),,wake technical community college,,,University of North Carolina Chapel Hill,University of North Carolina Chapel Hill,https://www.linkedin.com/school/university-of-north-carolina-at-chapel-hill/,linkedin.com/school/university-of-north-carolina-at-chapel-hill,United States,"Raleigh, North Carolina",United States,,,,-852246.0,wake technical community college,-852246.0,wake technical community college,-0.63914,"Activities and Societies: Computer Science Club Tau Sigma Honors Society Relevant Coursework: Security, Databases, Networking, Operating Systems, Intro to Data Science, Linear Regression, Algorithms and Analysis, Foundations of Language and Computation, Discrete Structures, Data Structures, Computer Organization and Design"
3758,-755988376839804098,161232618,False,False,False,linkedin.com/in/mattfinlay,Blackrock College,,,empty,0,empty,1,,,blackrock college,,,University College Dublin,University College Dublin,https://www.linkedin.com/school/university-college-dublin/,linkedin.com/school/university-college-dublin,,,Ireland,Ireland,,,-217296.0,blackrock college,-217296.0,,0.349578,
3759,8285002666010545091,629611468,False,False,False,linkedin.com/in/susan-collier-thomakos,"University of California, Berkeley",,,Bachelor,3,empty,3,BA,Interdisciplinary Studies - European Integration,university of california berkeley,"University of California, Berkeley","University of California, Berkeley",University of California Berkeley,University of California Berkeley,https://www.linkedin.com/school/uc-berkeley/,linkedin.com/school/uc-berkeley,United States,"Berkeley, CA",United States,,7.0,34.0,-922326.0,university of california berkeley,-922326.0,university of california berkeley,0.969104,
3760,-3640075434955045683,615887950,False,False,False,linkedin.com/in/elizabeth-deliso-9845501a,Marine Biological Laboratory,2003-01-01,2003-01-31,empty,0,empty,2,,Arctic Ecology,marine biological laboratory,,,,marine biological laboratory,,,,,,,,,,,,,,
3761,5189653460011579348,334515121,False,False,False,linkedin.com/in/albertobabo,Centro Universitário Padre Anchieta,,,empty,0,Business,3,Graduation,"Business, Management, Marketing, and Related Support Services",centro universitário padre anchieta,,,,centro universitário padre anchieta,https://www.linkedin.com/school/unianchieta/,linkedin.com/school/unianchieta,,,Brazil,,,,-159235.0,centro universitário padre anchieta,-159235.0,,-0.94093,
3762,7457078727354378293,39450522,False,False,False,linkedin.com/in/rsynenberg,University of Wisconsin-Madison - School of Business,2002-01-01,2006-01-31,Bachelor,3,Business,1,Bachelor of Business Administration (B.B.A.),Real Estate & Urban Land Economics,university of wisconsin madison school of business,,,Wisconsin School of Business,Wisconsin School of Business,,,,,,,,,-909099.0,wisconsin school of business,-198752.0,university of wisconsin madison,,
3763,-7122307178032260204,565192169,False,False,False,linkedin.com/in/kate-lu,The University of British Columbia,2012-01-01,2016-01-01,Bachelor,3,Mathematics,2,Bachelor of Science - BS,Mathematics,the university of british columbia,,University of British Columbia,The University of British Columbia,The University of British Columbia,,,Canada,"Vancouver, British Columbia",Canada,Canada,34.0,,-837084.0,the university of british columbia,-837084.0,the university of british columbia,0.972204,
3764,-310748777993840139,192970236,False,False,False,linkedin.com/in/victoria-ye,Carnegie Mellon University,2016-01-01,2020-01-31,empty,0,empty,1,,,carnegie mellon university,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,United States,"Pittsburgh, PA",United States,United States,28.0,20.0,-22143844.0,carnegie mellon university,-22143844.0,carnegie mellon university,0.972752,
3765,-8983832728490577873,442591712,False,False,False,linkedin.com/in/camilagn,Tamkang University,2019-01-01,2019-01-01,empty,0,empty,2,Chinese - National Security Language Initiative for Youth,,tamkang university,,Tamkang University,Tamkang University,Tamkang University,https://www.linkedin.com/school/tamkang-university/,linkedin.com/school/tamkang-university,Taiwan,"新北市, 淡水區",Taiwan,Taiwan,1448.0,,-12493.0,tamkang university,-12493.0,tamkang university,0.869164,
3766,-2948768863441047177,559725802,False,False,False,linkedin.com/in/jordan-hunt-hmc,Piedmont High School,2015-01-01,2019-01-31,empty,0,empty,1,,,piedmont high school,,,,piedmont high school,,,,,United States,,,,-651291.0,piedmont high school,-651291.0,,-0.405078,Graduated with High Distinction
3767,-4918315292957003077,340310434,False,False,False,linkedin.com/in/sharonlopez1,,2016-01-01,2016-01-31,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,Study Abroad: Summer at Univ. Of Sussex studied Global Economic Issues and Renaissance literature
3768,-1845371232522393361,382065849,False,True,False,linkedin.com/in/sean-mark-segui-760576203,Laguna State Polytechnic University - Los Baños,2017-01-01,2020-01-31,Bachelor,3,Information Technology,1,Bachelor's degree,Information Technology,laguna state polytechnic university los baños,,,,laguna state polytechnic university los baños,,,,,,,,,,,,,,
3769,6502574275603234426,112531892,False,False,False,linkedin.com/in/anna-faliero-235180144,"University of California, Berkeley",2018-01-01,2022-01-31,empty,0,empty,2,Bachelor's degree,Computer Science,university of california berkeley,"University of California, Berkeley","University of California, Berkeley",University of California Berkeley,University of California Berkeley,,,United States,"Berkeley, CA",United States,,7.0,34.0,-922326.0,university of california berkeley,-922326.0,university of california berkeley,0.969104,
3770,-6434843957291071211,21519430,False,False,False,linkedin.com/in/bogdanchiritoiu,University POLITEHNICA of Bucharest,2004-01-01,2009-01-31,empty,0,empty,2,,,university politehnica of bucharest,,,Universitatea Politehnica din Bucuresti,Universitatea Politehnica din Bucuresti,,,,,,Romania,,,-435975.0,university politehnica of bucharest,-435975.0,universitatea politehnica din bucuresti,0.847952,
3771,-5253932313881492510,364589978,False,False,False,linkedin.com/in/aaron-forman-839b8a11,California Institute of Integral Studies,2019-01-01,2024-01-31,Master,4,empty,1,"Master of Arts in Clinical Psychology, PsyD (Doctor of Psychology) Candidate",Clinical Psychology,california institute of integral studies,,,California Institute of Integral Studies,California Institute of Integral Studies,,,United States,"San Francisco, CA",United States,United States,,,-807296.0,california institute of integral studies,-807296.0,california institute of integral studies,-0.341616,
3772,1807250219678933547,349576238,False,False,False,linkedin.com/in/seanmirza,USC Marshall School of Business,,,Bachelor,3,Business,2,BS,Business Administration,usc marshall school of business,,,University of Southern California Marshall School of Business,University of Southern California Marshall School of Business,,,,,,,,,-30150.0,university of southern california marshall school of business,-1192284.0,university of southern california,,
3773,2254071798410654541,500906344,False,False,False,linkedin.com/in/tylerulferts,"Minnesota State University, Mankato",,,Bachelor,3,Finance,1,Bachelor of Science - BS,Finance - Investment Analysis,minnesota state university mankato,Minnesota State University-Mankato,,Minnesota State University Mankato,Minnesota State University Mankato,https://www.linkedin.com/school/minnesota-state-university-mankato/,linkedin.com/school/minnesota-state-university-mankato,United States,"Mankato, mn",United States,,,698.0,-1305851.0,minnesota state university mankato,-1305851.0,minnesota state university mankato,-0.820438,
3774,7582266969507258495,592502447,False,False,False,linkedin.com/in/wenquanli,McGill University,2016-01-01,2020-01-31,empty,0,empty,2,Bachelor of Science (B.Sc.),,mcgill university,,McGill University,McGill University,McGill University,,,Canada,"Montreal, Qc",Canada,Canada,40.0,,-395626.0,mcgill university,-395626.0,mcgill university,0.96973,
3775,-3050406163754835734,514164605,False,False,False,linkedin.com/in/jiayue-li,"University of California, Berkeley",2016-01-01,2020-01-31,empty,0,empty,2,,,university of california berkeley,"University of California, Berkeley","University of California, Berkeley",University of California Berkeley,University of California Berkeley,,,United States,"Berkeley, CA",United States,,7.0,34.0,-922326.0,university of california berkeley,-922326.0,university of california berkeley,0.969104,
3776,7632306760279605401,584224578,False,False,False,linkedin.com/in/cosbahr,,,,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,
3777,1580012808769793220,188049461,False,False,False,linkedin.com/in/brian-o-donoghue-84807876,"National University of Ireland, Galway",2012-01-01,2015-01-31,Bachelor,3,empty,3,Bachelor’s Degree,English and Philosophy,national university of ireland galway,,"National University of Ireland, Galway",National University of Ireland Galway,National University of Ireland Galway,https://www.linkedin.com/school/universityofgalway/,linkedin.com/school/universityofgalway,United States,Galway,Ireland,,322.0,,-727654.0,university of galway,-727654.0,national university of ireland galway,0.95763,
3778,4573800825968864186,2043349287,False,False,False,linkedin.com/in/alexiswbaird,University of Pennsylvania - The Wharton School,2004-01-01,2009-01-31,Bachelor,3,Marketing,2,Bachelor's Degree,Marketing,university of pennsylvania the wharton school,,,The Wharton School,The Wharton School,,,,,,,,,-147955.0,the wharton school,-922207.0,university of pennsylvania,,
3779,7628801495602480073,286484516,False,False,False,linkedin.com/in/vchernova,University of Southern California,,,Bachelor,3,Business,1,Bachelor of Science,Business & International Relations,university of southern california,University of Southern California,University of Southern California,University of Southern California,University of Southern California,https://www.linkedin.com/school/university-of-southern-california/,linkedin.com/school/university-of-southern-california,United States,"Los Angeles, CA",United States,United States,53.0,19.0,-1192284.0,university of southern california,-1192284.0,university of southern california,0.96803,
3780,-2407141936816014242,471369385,False,False,False,linkedin.com/in/emily-quinn-finney,Scripps College,,,Bachelor,3,Physics,1,Bachelor of Science (B.S.),Physics,scripps college,Scripps College,,Scripps College,Scripps College,https://www.linkedin.com/school/scripps-college/,linkedin.com/school/scripps-college,United States,"Claremont, ca",United States,United States,,67.0,-274926.0,scripps college,-274926.0,scripps college,-0.329708,
3781,-2591653761030946672,1019277707,False,False,False,linkedin.com/in/tomomiomote,Örebro University,,,empty,0,empty,1,,,örebro university,,Örebro University,Örebro University,Örebro University,https://www.linkedin.com/school/orebro-university/,linkedin.com/school/orebro-university,,,Sweden,,387.0,,-665844.0,örebro university,-665844.0,örebro universitet,0.950666,
3782,-4449643448966182746,615887950,False,False,False,linkedin.com/in/elizabeth-deliso-9845501a,Yale University,2004-01-01,2006-01-31,Master,4,Business,3,Master of Environmental Management,Conservation Biology and Environmental Policy,yale university,Yale University,Yale University,University of Michigan College of Literature Science and the Arts,University of Michigan College of Literature Science and the Arts,,,United States,"New Haven, Connecticut",United States,,8.0,3.0,-822141.0,yale university,-822141.0,yale university,0.971632,
3783,6864656366227644806,649080615,False,False,False,linkedin.com/in/liz-margoles-0753761b4,,,,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,"Coursework focused on plant-based nutrition, digestive wellness, organic farming, food manufacturing, and diet"
3784,1982288072601033611,338981637,False,False,False,linkedin.com/in/timothytieu,Cornell University,,,Bachelor,3,empty,2,Bachelor of Science (B.S.),Hotel Administration,cornell university,Cornell University,Cornell University,Cornell University,Cornell University,https://www.linkedin.com/school/cornell-university/,linkedin.com/school/cornell-university,United States,"Chicago, Illinois",United States,United States,19.0,9.0,-743706.0,cornell university,-743706.0,cornell university,0.964324,
3785,3999834600486128610,616945738,False,False,False,linkedin.com/in/rui-lamy,,1995-01-01,2000-01-31,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,
3786,-2087381981177423236,258678864,False,False,False,linkedin.com/in/elizabeth-matuzak,University of Michigan,2011-01-01,2015-01-01,Bachelor,3,empty,1,Bachelor's degree,Political Science and Spanish,university of michigan,,,University of Forestry,University of Forestry,https://www.linkedin.com/school/university-of-michigan/,linkedin.com/school/university-of-michigan,United States,"Ann Arbor, mi",United States,Bulgaria,,,-368241.0,university of michigan,-368241.0,university of michigan,-0.310284,"Activities and Societies: Polish Student Association, Detroit Action Commonwealth
              



        Focus on American Politics and Urban Government. Background in natural sciences with courses taken at the University of Michigan Geological Field Station, Camp Davis. Two years working as a Resident Adviser in the Markley Residence Hall. Photographer for the Polish Student Association."
3787,5162322654676349786,268985912,False,False,False,linkedin.com/in/evannstrathern,,2014-01-01,2021-01-31,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,
3788,-2783266061642599705,442591712,False,False,False,linkedin.com/in/camilagn,Washington University in St. Louis,2019-01-01,2023-01-01,Bachelor,3,Engineering,3,Bachelor of Science - BS,Computer Science,washington university in st louis,Washington University in St Louis,Washington University in St Louis,Washington University in St Louis,Washington University in St Louis,https://www.linkedin.com/school/washington-university-in-st-louis/,linkedin.com/school/washington-university-in-st-louis,United States,"St. Louis, mo",United States,,50.0,18.0,-1116447.0,washington university in st louis,-1116447.0,washington university in st louis,0.96719,
3789,1879052468222645054,65394808,False,False,False,linkedin.com/in/marlalanda,Columbia University in the City of New York,,,empty,0,empty,4,LSMA,European Studies and Human Rights,columbia university in the city of new york,Columbia University,Columbia University,Columbia University in the City of New York,Columbia University in the City of New York,https://www.linkedin.com/school/columbia-university/,linkedin.com/school/columbia-university,United States,"New York, NY",United States,United States,17.0,15.0,-1233791.0,columbia university,-1233791.0,columbia university in the city of new york,0.969346,
3790,-1461787467937308509,618661832,False,False,False,linkedin.com/in/pauloboyle,Dublin Institute of Technology,2015-01-01,2016-01-31,empty,0,empty,2,Postgraduate Diploma,Advertising and Digital Communications (Executive Stream),dublin institute of technology,,Technological University Dublin,Technological University Dublin,Technological University Dublin,,,,,,Ireland,973.0,,-6569165.0,technological university dublin,-6569165.0,technological university dublin,0.86522,
3791,-6324913212375202132,2023347831,False,False,False,linkedin.com/in/heidi-palmer-b17b01266,Technical University of Munich,,,MBA,5,Business,1,Master of Business Administration - MBA,,technical university of munich,,Technical University of Munich,Technische Universität München,Technische Universität München,https://www.linkedin.com/school/technische-universitat-munchen/,linkedin.com/school/technische-universitat-munchen,,,Germany,Germany,41.0,,-230200.0,technical university of munich,-230200.0,technische universität münchen,0.975858,
3792,3051610900506603466,130338527,False,False,False,linkedin.com/in/cassidyshore,Brentwood College School,,,empty,0,empty,1,,,brentwood college school,,,,brentwood college school,https://www.linkedin.com/school/brentwood-college-school/,linkedin.com/school/brentwood-college-school,,,Canada,,,,-1168627.0,brentwood college school,-1168627.0,,-0.09698,
3793,4611228687793606995,120316484,False,False,False,linkedin.com/in/ccristobal,UC Davis,,,empty,0,empty,1,,,uc davis,"University of California, Davis","University of California, Davis",University of California Davis,University of California Davis,https://www.linkedin.com/school/uc-davis/,linkedin.com/school/uc-davis,,,,,64.0,38.0,-820494.0,university of california davis,-820494.0,university of california davis,0.960728,
3794,4594523860442141690,2001965502,False,False,False,linkedin.com/in/kiraconte,Stanford University,2020-01-01,2024-01-31,empty,0,Education,2,"Psychology Major (Honors), Data Science & Education Minors",,stanford university,Stanford University,Stanford University,Stanford University,Stanford University,,,United States,"Stanford, CA",United States,United States,2.0,4.0,-237244.0,stanford university,-237244.0,stanford university,0.972616,
3795,-96706419114333270,21156445,False,False,False,linkedin.com/in/cathyalopez,Bond University,2011-01-01,2012-01-01,empty,0,empty,1,Foreign Exchange Program,,bond university,,Bond University,Bond University,Bond University,,,Australia,"Robina, Queensland",Australia,Australia,516.0,,-141865.0,bond university,-141865.0,bond university,0.944282,
3796,-5836602365805027975,422884061,False,False,False,linkedin.com/in/peter-lopez-a57a44195,UC San Diego,2008-01-01,2010-01-01,Associate,2,Engineering,3,Associate's degree,Computer Software Engineering,uc san diego,"University of California, San Diego","University of California, San Diego",University of California San Diego,University of California San Diego,https://www.linkedin.com/school/ucsandiego/,linkedin.com/school/ucsandiego,United States,"La Jolla, CA",United States,,33.0,39.0,-160091.0,uc san diego,-160091.0,university of california san diego,0.964848,
3797,-6281895894269554778,171254758,False,False,False,linkedin.com/in/andrew-spitz19,,2009-01-01,2013-01-31,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,
3798,1092751418016210531,2049256835,False,False,False,linkedin.com/in/han-yuxin-1067bb244,Shenzhen University,2007-01-01,2011-01-31,empty,0,Engineering,1,BSCS,computer science and Technology,shenzhen university,,Shenzhen University,Shenzhen University,Shenzhen University,,,,,China,China,487.0,,,,,,,
3799,-2947013026781203053,570683094,False,False,False,linkedin.com/in/allendachang,Stanford University,,,Master,4,Engineering,2,Master of Science - MS,Electrical and Electronics Engineering,stanford university,Stanford University,Stanford University,Cornell University,Cornell University,https://www.linkedin.com/school/cornell-university/,linkedin.com/school/cornell-university,United States,"Stanford, CA",United States,United States,2.0,4.0,-237244.0,stanford university,-237244.0,stanford university,0.972616,
3800,3567524211237275664,606652757,False,False,False,linkedin.com/in/sean-kavanagh-74b63193,Fitzwilliam Institute,,,empty,0,Business,3,Postgraduate Diploma,Event Management & PR,fitzwilliam institute,,,,fitzwilliam institute,,,,,Ireland,,,,-407776.0,fitzwilliam institute,-407776.0,,-0.101478,
3801,-986636011968689084,79011365,False,False,False,linkedin.com/in/taniagidney,,2014-01-01,2015-01-31,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,
3802,7872133099509602408,570127890,False,False,False,linkedin.com/in/brian-howard-b3a1967b,University of Illinois at Urbana-Champaign,,,Bachelor,3,empty,1,Bachelor of Science (BS),Advertising,university of illinois at urbana champaign,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,Gies College of Business University of Illinois Urbana Champaign,Gies College of Business University of Illinois Urbana Champaign,https://www.linkedin.com/school/university-of-illinois-urbana-champaign/,linkedin.com/school/university-of-illinois-urbana-champaign,,,United States,,48.0,43.0,-586481.0,university of illinois urbana champaign,-586481.0,university of illinois at urbana champaign,0.966768,
3803,6070202710355772449,1058667876,False,False,False,linkedin.com/in/oliviasztanga,Arab American Language Institute in Morocco,2017-01-01,2017-01-01,empty,0,empty,4,Language Certificate,Arabic,arab american language institute in morocco,,,,arab american language institute in morocco,,,,,,,,,,,,,,
3804,2286971299455729319,327502576,False,False,False,linkedin.com/in/manuela-kamtchouang-130621142,Ecole de Management Strasbourg,2019-01-01,2022-01-01,empty,0,empty,1,,,ecole de management strasbourg,,,,ecole de management strasbourg,https://fr.linkedin.com/school/em-strasbourg/,linkedin.com/school/em-strasbourg,,,,,,,-1457835.0,em strasbourg business school,-1457835.0,,-0.425168,
3805,5135832012093916055,274091007,False,False,False,linkedin.com/in/jon-arnell-185b4336,Brigham Young University,2005-01-01,2011-01-01,empty,0,empty,1,,,brigham young university,Brigham Young University-Provo,,Brigham Young University,Brigham Young University,https://www.linkedin.com/school/brigham-young-university/,linkedin.com/school/brigham-young-university,United States,"Provo, UT",United States,United States,,129.0,-1266705.0,brigham young university,-1266705.0,brigham young university,-0.559152,
3806,5010193856677213299,929766972,False,False,False,linkedin.com/in/makalynmiller,Weber State University,,,empty,0,empty,2,General Studies,General Studies,weber state university,Weber State University,,University of Phoenix,University of Phoenix,,,United States,"Ogden, ut",United States,,,769.0,-365159.0,weber state university,-365159.0,weber state university,-0.835504,
3807,-2152761705774396864,348930366,False,False,False,linkedin.com/in/markchua,Simon Fraser University,,,Bachelor,3,empty,2,BSc.,Computing Science,simon fraser university,,Simon Fraser University,Simon Fraser University,Simon Fraser University,https://www.linkedin.com/school/simon-fraser-university/,linkedin.com/school/simon-fraser-university,Canada,"Burnaby, BC",Canada,Canada,284.0,,-588989.0,simon fraser university,-588989.0,simon fraser university,0.960734,
3808,-4493993587520689644,2011050469,False,True,False,linkedin.com/in/md-shibly-sadik-3a771225a,UCSD,2006-01-01,2009-01-31,Master,4,Engineering,1,Master of Science - MS,Computer Science,ucsd,"University of California, San Diego","University of California, San Diego",UC San Diego Extension,UC San Diego Extension,,,,,,,33.0,39.0,-160091.0,uc san diego,-160091.0,university of california san diego,0.964848,"Courses include Data Structures, Numerical Algorithms, Stochastic Processes, Operating Systems Specialist in Computer Science, Minor in Economics Thesis: Detection of Hidden Information in Webpages Based on Characteristic"
3809,2779810001210510219,422445630,False,False,False,linkedin.com/in/manazuri-romero-reynosa,COOP  Alumni,2022-02-01,2022-06-30,empty,0,empty,3,,,coop alumni,,,,coop alumni,,,,,,,,,-2910118.0,coop apprentice,-2910118.0,,-0.54861,"Activities and Societies: National Honors Society: 
   Tutor Freshmen and Sophomore Students
              



        During my High School Career, I volunteered 180+ hours of community service in different areas. I also manage to be in the High Honor Roll every semesters."
3810,-7896408717123954888,539217347,False,False,False,linkedin.com/in/sophie-vasquez-08,Year Up,2020-01-01,2021-01-31,empty,0,empty,2,,,year up,,,,year up,,,,,United States,,,,-1291630.0,year up,-1291630.0,,-0.93477,
3811,8493269506036959718,379351815,False,False,False,linkedin.com/in/rbtnguyen,University of Virginia,,,Bachelor,3,empty,1,Bachelor of Arts - BA,,university of virginia,University of Virginia (Main campus),University of Virginia (Main campus),University of Cape Town South Africa,University of Cape Town South Africa,https://www.linkedin.com/school/university-of-virginia/,linkedin.com/school/university-of-virginia,United States,"Charlottesville, VA",United States,,117.0,51.0,-748401.0,university of virginia,-748401.0,university of virginia,0.962968,
3812,-6392328415276998635,326870938,False,False,False,linkedin.com/in/nehabhongir,"University of California, Los Angeles",2019-01-01,2023-01-31,empty,0,Biology,2,,Computational Biology,university of california los angeles,"University of California, Los Angeles","University of California, Los Angeles",UCLA Anderson School of Management,UCLA Anderson School of Management,,,United States,"Los Angeles, CA",United States,,15.0,26.0,-1083701.0,university of california los angeles,-1083701.0,university of california los angeles,0.970972,
3813,-1611527697464703951,2000516854,False,False,False,linkedin.com/in/zackbahner,University of Wisconsin-Madison,,,Bachelor,3,Engineering,1,Bachelor's degree,Mechanical Engineering,university of wisconsin madison,University of Wisconsin-Madison,University of Wisconsin-Madison,University of Wisconsin Madison,University of Wisconsin Madison,,,United States,"Madison, WI",United States,,49.0,65.0,-198752.0,university of wisconsin madison,-198752.0,university of wisconsin madison,0.965702,
3814,-4444501339436342890,355468106,False,False,False,linkedin.com/in/abehuerta,San Jose State University,,,Bachelor,3,empty,3,Bachelor of Arts (B.A.),Kinesiology and Exercise Science/ MINOR in Psychology,san jose state university,San Jose State University,,San Jose State University,San Jose State University,https://www.linkedin.com/school/san-jose-state-university/,linkedin.com/school/san-jose-state-university,United States,"San Jose, CA",United States,,,280.0,-1428290.0,san jose state university,-1428290.0,san josé state university,-0.682068,
3815,517690789055360295,2002338250,False,False,False,linkedin.com/in/mohd-haseeb-mg26143,"PRASAD INSTITUTE F TECHNOLOGY, JAUNPUR",2019-01-01,2022-01-31,empty,0,Engineering,2,Diploma of Education,Computer Science,prasad institute f technology jaunpur,,,,prasad institute f technology jaunpur,,,,,India,,,,-5626758.0,prasad institute f technology jaunpur,-5626758.0,,-0.946504,
3816,3050043525822734485,450261107,False,False,False,linkedin.com/in/robin-chung-86223015,"University of California, Santa Cruz",,,Bachelor,3,empty,1,Bachelor of Arts (B.A.),Literature,university of california santa cruz,"University of California, Santa Cruz","University of California, Santa Cruz",University of California Santa Cruz,University of California Santa Cruz,https://www.linkedin.com/school/ucsc/,linkedin.com/school/ucsc,United States,"Santa Cruz, ca",United States,,208.0,256.0,-1200475.0,university of california santa cruz,-1200475.0,university of california santa cruz,0.947652,
3817,4211312942029685573,324540001,False,False,False,linkedin.com/in/nikkomendoza,Design Dept,2020-01-01,2020-01-01,empty,0,empty,2,Class: Design Leadership Fundamentals I,,design dept,,,,design dept,,,,,,,,,,,,,,"From Design Department: 
""Our most popular workshop helps new managers leverage their design skills for leadership success, while providing insight into management fundamentals. We'll identify your leadership profile, learn how to deliver effective feedback to foster team performance, explore how to structure your team, and much more."""
3818,-7793252751335403636,431158847,False,False,False,linkedin.com/in/frankbmayfield,,,,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,
3819,-5960323945059508374,292282492,False,False,False,linkedin.com/in/adrian1yen,Santa Clara University,2014-01-01,2017-01-31,empty,0,empty,2,,,santa clara university,Santa Clara University,,Santa Clara University,Santa Clara University,,,United States,"Santa Clara, ca",United States,United States,,83.0,-1131584.0,santa clara university,-1131584.0,santa clara university,-0.390198,
3820,3810352878219090661,510316038,False,False,False,linkedin.com/in/zhaoyihan,University of Maryland College Park,2015-01-01,2016-01-31,empty,0,empty,2,,,university of maryland college park,"University of Maryland, College Park","University of Maryland, College Park",College Montmorency,College Montmorency,https://www.linkedin.com/school/university-of-maryland/,linkedin.com/school/university-of-maryland,,,,,90.0,79.0,-1362647.0,university of maryland,-1362647.0,university of maryland,0.959264,
